date,distance_km,chlorophyll_mg_m3,lat,lon
2025-03,57.27578476304728,2.4967535,31.16884422110553,-114.41834170854271
2025-03,59.01260981132603,2.3512342,31.155778894472363,-114.40829145728644
2025-03,60.74950493631219,2.3512342,31.1427135678392,-114.39824120603015
2025-03,62.486470118217,2.3512342,31.12964824120603,-114.38819095477388
2025-03,64.2235053372407,2.5177135,31.116582914572867,-114.37814070351759
2025-03,65.96061057357502,2.592823,31.1035175879397,-114.36809045226131
2025-03,67.69778580739403,2.592823,31.090452261306535,-114.35804020100502
2025-03,69.43503101886252,2.4496872,31.077386934673367,-114.34798994974874
2025-03,71.17234618813082,2.4496872,31.064321608040203,-114.33793969849246
2025-03,72.9097312953425,2.1793292,31.051256281407035,-114.32788944723617
2025-03,74.64718632062448,2.039246,31.03819095477387,-114.3178391959799
2025-03,76.38471124409413,2.039246,31.025125628140703,-114.30778894472361
2025-03,78.12230604585251,2.039246,31.01206030150754,-114.29773869346734
2025-03,79.85997070599574,1.8070194,30.99899497487437,-114.28768844221105
2025-03,81.5977052046015,1.8070194,30.985929648241207,-114.27763819095478
2025-03,83.33550952174004,1.8070194,30.972864321608043,-114.26758793969849
2025-03,85.07338363746602,1.8070194,30.959798994974875,-114.25753768844221
2025-03,86.81132753182456,1.6361053,30.94673366834171,-114.24748743718592
2025-03,88.54934118484836,1.6361053,30.933668341708543,-114.23743718592965
2025-03,90.28742457655771,1.6361053,30.92060301507538,-114.22738693467336
2025-03,92.02557768696018,1.6435007,30.90753768844221,-114.21733668341709
2025-03,93.76380049605304,1.3366003,30.894472361809047,-114.2072864321608
2025-03,95.50209298382012,1.3366003,30.88140703517588,-114.19723618090453
2025-03,97.24045513023567,1.3790724,30.868341708542715,-114.18718592964824
2025-03,98.97888691525803,1.3790724,30.855276381909547,-114.17713567839196
2025-03,100.717388318837,1.3790724,30.842211055276383,-114.16708542713567
2025-03,102.45595932090963,1.2760537,30.829145728643216,-114.1570351758794
2025-03,104.1945999013999,1.2760537,30.81608040201005,-114.14698492462311
2025-03,105.93331004022113,1.2760537,30.803015075376884,-114.13693467336684
2025-03,107.6720897172746,1.1971246,30.78994974874372,-114.12688442211055
2025-03,109.41093891244886,1.2008067,30.776884422110555,-114.11683417085428
2025-03,111.1498576056211,1.2008067,30.763819095477388,-114.10678391959799
2025-03,112.88884577665682,1.2008067,30.750753768844223,-114.09673366834171
2025-03,114.62790340540985,1.1871182,30.737688442211056,-114.08668341708542
2025-03,116.36703047171986,1.1039584,30.72462311557789,-114.07663316582915
2025-03,118.10622695541832,1.1039584,30.711557788944724,-114.06658291457286
2025-03,119.84549283632153,1.1077181,30.69849246231156,-114.05653266331659
2025-03,121.58482809423582,1.1077181,30.685427135678392,-114.0464824120603
2025-03,123.3242327089548,1.0557002,30.672361809045228,-114.03643216080403
2025-03,125.06370666026108,1.1555613,30.65929648241206,-114.02638190954774
2025-03,126.80324992792347,1.1555613,30.646231155778896,-114.01633165829146
2025-03,128.5428624917037,1.1555613,30.633165829145728,-114.00628140703517
2025-03,130.28254433134327,1.186014,30.620100502512564,-113.9962311557789
2025-03,132.02229542657915,1.186014,30.607035175879396,-113.98618090452261
2025-03,133.76211575713546,1.186014,30.593969849246232,-113.97613065326634
2025-03,135.50200530272082,1.3897085,30.580904522613068,-113.96608040201005
2025-03,137.24196404303459,1.1935426,30.5678391959799,-113.95603015075378
2025-03,138.98199195776408,1.1935426,30.554773869346736,-113.94597989949749
2025-03,140.72208902658707,1.1935426,30.541708542713568,-113.9359296482412
2025-03,142.46225522916328,1.7311888,30.528643216080404,-113.92587939698493
2025-03,144.2024905451467,1.5509247,30.515577889447236,-113.91582914572864
2025-03,145.94279495417615,1.5509247,30.502512562814072,-113.90577889447236
2025-03,147.6831684358823,2.0088441,30.489447236180904,-113.89572864321607
2025-03,149.42361096987804,2.0088441,30.47638190954774,-113.8856783919598
2025-03,151.1641225357689,2.0088441,30.463316582914572,-113.87562814070351
2025-03,152.90470311314834,2.10424,30.45025125628141,-113.86557788944724
2025-03,154.645352681596,2.10424,30.43718592964824,-113.85552763819095
